title,year,rated,released,runtime,genre,director,writer,actors,plot,language,country,awards,poster,ratings,metascore,imdbrating,imdbvotes,imdbid,type,dvd,boxoffice,production,website,response,directorid,actorid,budget,num_directors,num_actors,actor_rev5,actor_rev10,director_films5,actor_films5,actor_films10,director_rev10,director_films10,director_rev5
John Wick: Chapter 2,2017,R,2017-02-10,122,Action,Chad Stahelski,Derek Kolstad,"Keanu Reeves, Riccardo Scamarcio, Ian McShane","After returning to the criminal underworld to repay a debt, John Wick discovers that a large bounty has been put on his life.","English, Italian, Russian, Sign , Hebrew","United States, Italy, Hong Kong, Canada",4 wins & 10 nominations,https://m.media-amazon.com/images/M/MV5BMjE2NDkxNTY2M15BMl5BanBnXkFtZTgwMDc2NzE0MTI@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.4/10'}",75.0,7.4,"489,917",tt4425200,movie,22 May 2017,92029184,,,True,['nm0821432'],"['nm0000206', 'nm1249052', 'nm0574534']",40000000.0,1,3,154088924,752712597,1,3,10,43037835,1,43037835
Blade Runner 2049,2017,R,2017-10-06,164,Action,Denis Villeneuve,"Hampton Fancher, Michael Green, Philip K. Dick","Harrison Ford, Ryan Gosling, Ana de Armas","Young Blade Runner K's discovery of a long-buried secret leads him to track down former Blade Runner Rick Deckard, who's been missing for thirty years.","English, Finnish, Japanese, Hungarian, Russian, Somali, Spanish","United States, United Kingdom, Canada, Spain",Won 2 Oscars. 98 wins & 161 nominations total,https://m.media-amazon.com/images/M/MV5BNzA1Njg4NzYxOV5BMl5BanBnXkFtZTgwODk5NjU3MzI@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '8.0/10'}",81.0,8.0,"621,674",tt1856101,movie,26 Dec 2017,92071675,,,True,['nm0898288'],"['nm0000148', 'nm0331516', 'nm1869101']",150000000.0,1,3,531843188,1127385254,3,9,17,210509068,4,208437734
The Emoji Movie,2017,PG,2017-07-28,86,Animation,Tony Leondis,"Tony Leondis, Eric Siegel, Mike White","T.J. Miller, James Corden, Anna Faris","Gene, a multi-expressional emoji, sets out on a journey to become a normal emoji.","English, Spanish",United States,6 wins & 4 nominations,https://m.media-amazon.com/images/M/MV5BMTkzMzM3OTM2Ml5BMl5BanBnXkFtZTgwMDM0NDU3MjI@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '3.4/10'}",12.0,3.4,"68,793",tt4877122,movie,24 Sep 2017,86089513,,,True,['nm1902232'],"['nm2554352', 'nm0179479', 'nm0267506']",50000000.0,1,3,537631770,947593003,0,3,11,19528602,1,0
Power Rangers,2017,PG-13,2017-03-24,124,Action,Dean Israelite,"John Gatins, Matt Sazama, Burk Sharpless","Dacre Montgomery, Naomi Scott, RJ Cyler","When Earth is on the verge of an alien invasion, five teenagers, who are infused with superhuman abilities, must harness their newfound powers to battle this threat - as the Power Rangers.","English, Mandarin","United States, Hong Kong, Japan, Canada, New Zealand",6 nominations,https://m.media-amazon.com/images/M/MV5BMTU1MTkxNzc5NF5BMl5BanBnXkFtZTgwOTM2Mzk3MTI@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '5.9/10'}",44.0,5.9,"112,134",tt3717490,movie,13 Jun 2017,85364450,,,True,['nm2410311'],"['nm4223882', 'nm4305463', 'nm5518972']",100000000.0,1,3,6758416,6758416,1,1,1,22348241,1,22348241
The Mummy,2017,PG-13,2017-06-09,110,Action,Alex Kurtzman,"David Koepp, Christopher McQuarrie, Dylan Kussman","Tom Cruise, Sofia Boutella, Annabelle Wallis","An ancient Egyptian princess is awakened from her crypt beneath the desert, bringing with her malevolence grown over millennia, and terrors that defy human comprehension.","English, Egyptian (Ancient)","United States, China, Japan",4 wins & 18 nominations,https://m.media-amazon.com/images/M/MV5BMTkwMTgwODAxMl5BMl5BanBnXkFtZTgwNTEwNTQ3MDI@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '5.4/10'}",34.0,5.4,"199,112",tt2345759,movie,10 Jul 2017,80227895,,,True,['nm0476064'],"['nm0000129', 'nm1154749', 'nm1834115']",125000000.0,1,3,645926545,1029828170,1,7,11,12434778,1,12434778
The Hitman's Bodyguard,2017,R,2017-08-18,118,Action,Patrick Hughes,Tom O'Connor,"Ryan Reynolds, Samuel L. Jackson, Gary Oldman","One of the world's top bodyguards gets a new client, a world class hitman who must testify at the International Criminal Court. They must put their differences aside and work together to make it to the trial alive and on time.","English, Russian, French, Japanese, Italian, Dutch, Spanish","United States, Hong Kong, Bulgaria, Netherlands, Canada, United Kingdom, France",1 win & 8 nominations,https://m.media-amazon.com/images/M/MV5BMTc4NjAxMjU4OV5BMl5BanBnXkFtZTgwNzQyMzIwMjI@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.9/10'}",47.0,6.9,"240,997",tt1959563,movie,07 Nov 2017,75468583,,,True,['nm0400850'],"['nm0005351', 'nm0000168', 'nm0000198']",30000000.0,1,3,1746601798,3004530034,1,19,36,39322544,1,39322544
Alien: Covenant,2017,R,2017-05-19,122,Horror,Ridley Scott,"Dan O'Bannon, Ronald Shusett, Jack Paglen","Michael Fassbender, Katherine Waterston, Billy Crudup","The crew of a colony ship, bound for a remote planet, discover an uncharted paradise with a threat beyond their imagination, and must attempt a harrowing escape.","English, German","United Kingdom, United States",2 wins & 13 nominations,https://m.media-amazon.com/images/M/MV5BYzVkMjRhNzctOGQxMC00OGE2LWJhN2EtNmYyODRiMDNlM2ZmXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.4/10'}",65.0,6.4,"293,282",tt2316204,movie,10 Jul 2017,74262031,,,True,['nm0000631'],"['nm1055413', 'nm2239702', 'nm0001082']",97000000.0,1,3,674563441,856861511,4,8,12,711728016,7,436898975
Captain Underpants: The First Epic Movie,2017,PG,2017-06-02,89,Animation,David Soren,"Nicholas Stoller, Dav Pilkey, David Soren","Kevin Hart, Thomas Middleditch, Ed Helms","Two overly imaginative pranksters named George and Harold hypnotize their principal into thinking he's a ridiculously enthusiastic, incredibly dimwitted superhero named Captain Underpants.","English, German","United States, Canada, France",3 wins & 15 nominations,https://m.media-amazon.com/images/M/MV5BMmQwMzdiOGMtNGZiYS00YjgyLWJlMjItYzQ3Nzc2OGIwYjQwXkEyXkFqcGdeQXVyMzQ1MTM3NjY@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.2/10'}",69.0,6.2,"30,920",tt2091256,movie,10 Jul 2017,73921000,,,True,['nm1659741'],"['nm0366389', 'nm3042755', 'nm1159180']",38000000.0,1,3,1217596115,1582444589,1,12,17,83028128,1,83028128
A Bad Moms Christmas,2017,R,2017-11-01,104,Comedy,"Jon Lucas, Scott Moore","Jon Lucas, Scott Moore","Mila Kunis, Kristen Bell, Kathryn Hahn","As their own mothers drop in unexpectedly, our three under-appreciated and over-burdened moms rebel against the challenges and expectations of the Super Bowl for mothers: Christmas.","English, Japanese","United States, China",1 win & 1 nomination,https://m.media-amazon.com/images/M/MV5BMTUwNTA4MDMxNl5BMl5BanBnXkFtZTgwMjE4NjQ0MzI@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '5.6/10'}",42.0,5.6,"55,295",tt6359956,movie,23 Jan 2018,72110659,,,True,"['nm0524190', 'nm0601859']","['nm0005109', 'nm0068338', 'nm1063517']",28000000.0,2,3,862500249,1534453136,4,8,18,277879354,4,277879354
A Dog's Purpose,2017,PG,2017-01-27,100,Adventure,Lasse Hallström,"W. Bruce Cameron, Cathryn Michon, Audrey Wells","Josh Gad, Dennis Quaid, Peggy Lipton",A dog looks to discover his purpose in life over the course of several lifetimes and owners.,English,"United States, India",3 nominations,https://m.media-amazon.com/images/M/MV5BNDQ4NjkxNzgzN15BMl5BanBnXkFtZTgwMjAzODQ4OTE@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.2/10'}",43.0,7.2,"76,495",tt1753383,movie,18 Apr 2017,64508620,,,True,['nm0002120'],"['nm1265802', 'nm0000598', 'nm0005152']",22000000.0,1,3,215240951,609578077,3,6,15,221817759,5,134637922
Pitch Perfect 3,2017,PG-13,2017-12-22,93,Comedy,Trish Sie,"Kay Cannon, Mike White, Mickey Rapkin","Anna Kendrick, Rebel Wilson, Brittany Snow","Following their win at the world championship, the now separated Bellas reunite for one last singing competition at an overseas USO tour, but face a group who uses both instruments and voices.","English, Papiamento","United States, China",4 wins & 6 nominations,https://m.media-amazon.com/images/M/MV5BMTU5NDI1MjkwMF5BMl5BanBnXkFtZTgwNjIxNTY2MzI@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '5.8/10'}",40.0,5.8,"69,180",tt4765284,movie,13 Feb 2018,104897530,,,True,['nm2586324'],"['nm0447695', 'nm2313103', 'nm0811242']",45000000.0,1,3,840222860,1295830484,1,9,17,14904384,1,14904384
The Lego Ninjago Movie,2017,PG,2017-09-22,101,Animation,"Charlie Bean, Paul Fisher, Bob Logan","Bob Logan, Paul Fisher, William Wheeler","Jackie Chan, Dave Franco, Fred Armisen","Shunned by everyone for being the son of an evil warlord, a teenager seeks to defeat him with the help of his fellow ninjas.",English,"United States, Denmark, Australia",7 nominations,https://m.media-amazon.com/images/M/MV5BNDI3MDljMTQtYzBiYS00NDk2LTlhYzUtYmM0NWIyMmZkMDZkXkEyXkFqcGdeQXVyNjk5NDA3OTk@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.0/10'}",55.0,6.0,"28,773",tt3014284,movie,12 Dec 2017,59364177,,,True,"['nm0063769', 'nm0279729', 'nm0517517']","['nm0000329', 'nm2002649', 'nm0035488']",70000000.0,3,3,48803127,467026164,0,2,6,0,0,0
Baywatch,2017,R,2017-05-25,116,Action,Seth Gordon,"Michael Berk, Douglas Schwartz, Gregory J. Bonann","Dwayne Johnson, Zac Efron, Alexandra Daddario","Devoted lifeguard Mitch Buchannon butts heads with a brash new recruit, as they uncover a criminal plot that threatens the future of the bay.","English, Spanish","United Kingdom, China, United States",4 wins & 11 nominations,https://m.media-amazon.com/images/M/MV5BNTA4MjQ0ODQzNF5BMl5BanBnXkFtZTgwNzA5NjYzMjI@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '5.5/10'}",37.0,5.5,"196,366",tt1469304,movie,10 Jul 2017,58060186,,,True,['nm1164861'],"['nm0425005', 'nm1374980', 'nm1275259']",69000000.0,1,3,2230800974,3288523197,1,20,32,372191519,3,134506920
The Shack,2017,PG-13,2017-03-03,132,Drama,Stuart Hazeldine,"John Fusco, Andrew Lanham, Destin Daniel Cretton","Sam Worthington, Octavia Spencer, Tim McGraw","A grieving man receives a mysterious, personal invitation to meet with God at a place called ""The Shack.""",English,"United States, Canada, Hong Kong",3 wins & 2 nominations,https://m.media-amazon.com/images/M/MV5BMjI3MDMxNzcxNl5BMl5BanBnXkFtZTgwODc4MzkwOTE@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.3/10'}",32.0,6.3,"38,130",tt2872518,movie,16 May 2017,57386418,,,True,['nm0371955'],"['nm0941777', 'nm0818055', 'nm0005210']",20000000.0,1,3,368668031,1917915557,0,6,13,0,0,0
Happy Death Day,2017,PG-13,2017-10-13,96,Comedy,Christopher Landon,Scott Lobdell,"Jessica Rothe, Israel Broussard, Ruby Modine","A college student must relive the day of her murder over and over again, in a loop that will end only when she discovers her killer's identity.","English, Spanish",United States,3 nominations,https://m.media-amazon.com/images/M/MV5BY2M3MTM4ZTMtNjg0ZC00ZDVkLTkxNWQtNThkZGZkYTQ1MjAyXkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.6/10'}",58.0,6.6,"154,868",tt5308322,movie,02 Jan 2018,55683845,,,True,['nm0484907'],"['nm1557329', 'nm3441152', 'nm4384329']",4800000.0,1,3,5845732,5845732,2,1,1,36165418,2,36165418
Ferdinand,2017,PG,2017-12-15,108,Animation,Carlos Saldanha,"Robert L. Baird, Tim Federle, Brad Copeland","John Cena, Kate McKinnon, Bobby Cannavale","After Ferdinand, a bull with a big heart, is mistaken for a dangerous beast, he is captured and torn from his home. Determined to return to his family, he rallies a misfit team on the ultimate adventure.","English, Spanish, German","United States, United Kingdom",Nominated for 1 Oscar. 2 wins & 20 nominations total,https://m.media-amazon.com/images/M/MV5BMjI4Mjk0NzQwOF5BMl5BanBnXkFtZTgwNjg3MjI2MjI@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.7/10'}",58.0,6.7,"61,281",tt3411444,movie,23 Feb 2018,84410380,,,True,['nm0757858'],"['nm1078479', 'nm0571952', 'nm0134072']",111000000.0,1,3,178826739,191061433,1,3,4,471731949,3,131538435
Atomic Blonde,2017,R,2017-07-28,115,Action,David Leitch,"Kurt Johnstad, Antony Johnston, Sam Hart","Charlize Theron, James McAvoy, John Goodman",An undercover MI6 agent is sent to Berlin during the Cold War to investigate the murder of a fellow agent and recover a missing list of double agents.,"English, German, Russian, Swedish","United States, Germany, Sweden, Hungary",10 wins & 18 nominations,https://m.media-amazon.com/images/M/MV5BMjM5NDYzMzg5N15BMl5BanBnXkFtZTgwOTM2NDU1MjI@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.7/10'}",63.0,6.7,"201,715",tt2406566,movie,24 Oct 2017,51687870,,,True,['nm0500610'],"['nm0000234', 'nm0564215', 'nm0000422']",30000000.0,1,3,1181253985,2175057967,1,15,31,43037835,1,43037835
American Made,2017,R,2017-09-29,115,Action,Doug Liman,Gary Spinelli,"Tom Cruise, Domhnall Gleeson, Sarah Wright","The story of Barry Seal, an American pilot who became a drug-runner for the CIA in the 1980s in a clandestine operation that would be exposed as the Iran-Contra Affair.","English, Spanish","United States, Japan, Colombia",3 nominations,https://m.media-amazon.com/images/M/MV5BMTUxNzUwMjk1Nl5BMl5BanBnXkFtZTgwNDkwODI1MjI@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.1/10'}",65.0,7.1,"197,646",tt3532216,movie,19 Dec 2017,51342000,,,True,['nm0510731'],"['nm0000129', 'nm1727304', 'nm0942792']",50000000.0,1,3,798078092,1220498330,1,10,15,189919075,3,100206256
The Dark Tower,2017,PG-13,2017-08-04,95,Action,Nikolaj Arcel,"Akiva Goldsman, Jeff Pinkner, Anders Thomas Jensen","Idris Elba, Matthew McConaughey, Tom Taylor",A boy haunted by visions of a dark tower from a parallel reality teams up with the tower's disillusioned guardian to stop an evil warlock known as the Man in Black who plans to use the boy to destroy the tower and open the gates o...,English,United States,4 nominations,https://m.media-amazon.com/images/M/MV5BMTU3MjUwMzQ3MF5BMl5BanBnXkFtZTgwMjcwNjkxMjI@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '5.6/10'}",34.0,5.6,"143,249",tt1648190,movie,17 Oct 2017,50701325,,,True,['nm1064048'],"['nm0252961', 'nm0000190', 'nm6999211']",60000000.0,1,3,1098149595,1440174036,0,12,20,0,0,0
The Greatest Showman,2017,PG,2017-12-20,105,Biography,Michael Gracey,"Jenny Bicks, Bill Condon","Hugh Jackman, Michelle Williams, Zac Efron",Celebrates the birth of show business and tells of a visionary who rose from nothing to create a spectacle that became a worldwide sensation.,English,United States,Nominated for 1 Oscar. 17 wins & 32 nominations total,https://m.media-amazon.com/images/M/MV5BMjI1NDYzNzY2Ml5BMl5BanBnXkFtZTgwODQwODczNTM@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.5/10'}",48.0,7.5,"298,142",tt1485796,movie,22 Dec 2017,174340174,,,True,['nm1243905'],"['nm0413168', 'nm0931329', 'nm1374980']",84000000.0,1,3,1542558208,2455099988,0,17,30,0,0,0
Boo 2! A Madea Halloween,2017,PG-13,2017-10-20,101,Comedy,Tyler Perry,"Tyler Perry, Brian Schulman","Tyler Perry, Cassi Davis, Patrice Lovely","Madea, Bam, and Hattie venture to a haunted campground and the group must run for their lives when monsters, goblins, and the boogeyman are unleashed.",English,United States,1 win & 3 nominations,https://m.media-amazon.com/images/M/MV5BMmQ0OWE5ZGItMDgyMi00MzIyLWJiYmItYzZkZTFmYWI1N2UyXkEyXkFqcGdeQXVyMTA4NjE0NjEy._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '3.9/10'}",17.0,3.9,"5,070",tt6217804,movie,30 Jan 2018,47319572,,,True,['nm1347153'],"['nm1347153', 'nm0204322', 'nm4776479']",25000000.0,1,3,354213984,778440213,4,5,13,666871736,13,193698932
Snatched,2017,R,2017-05-12,90,Action,Jonathan Levine,Katie Dippold,"Amy Schumer, Goldie Hawn, Kim Caramele","When her boyfriend dumps her before their exotic vacation, a young woman persuades her ultra-cautious mother to travel with her to paradise, with unexpected results.","English, Spanish",United States,2 wins & 2 nominations,https://m.media-amazon.com/images/M/MV5BZTI5NWY1YTQtODYxMi00M2VmLTgzNDQtMGM3NWU5YjViNDE5XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '4.7/10'}",45.0,4.7,"36,797",tt2334871,movie,10 Jul 2017,45852178,,,True,['nm1349522'],"['nm2154960', 'nm0000443', 'nm5671708']",42000000.0,1,3,110212700,110212700,2,1,1,144442226,3,109428034
The Great Wall,2016,PG-13,2017-02-17,103,Action,Yimou Zhang,"Carlo Bernard, Doug Miro, Tony Gilroy","Matt Damon, Tian Jing, Willem Dafoe","In ancient China, a group of European mercenaries encounters a secret army that maintains and defends the Great Wall of China against a horde of monstrous creatures.","English, Mandarin, Spanish","United States, China, Hong Kong, Australia, Canada",3 wins & 2 nominations,https://m.media-amazon.com/images/M/MV5BMjA3MjAzOTQxNF5BMl5BanBnXkFtZTgwOTc5OTY1OTE@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '5.9/10'}",42.0,5.9,"142,553",tt2034800,movie,09 May 2017,45540830,,,True,['nm0955443'],"['nm0000354', 'nm1320897', 'nm0000353']",150000000.0,1,3,642625808,1594341635,0,6,20,0,0,0
Smurfs: The Lost Village,2017,PG,2017-04-07,90,Animation,Kelly Asbury,"Stacey Harman, Pamela Ribon, Peyo","Demi Lovato, Rainn Wilson, Joe Manganiello","In this fully animated, all-new take on the Smurfs, a mysterious map sets Smurfette and her friends Brainy, Clumsy, and Hefty on an exciting race through the Forbidden Forest, leading to the discovery of the biggest secret in Smur...",English,"United States, Hong Kong, China, Czech Republic",1 win & 6 nominations,https://m.media-amazon.com/images/M/MV5BMTg1NjgyMTYzM15BMl5BanBnXkFtZTgwMzIxNDc4MDI@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.0/10'}",40.0,6.0,"23,157",tt2398241,movie,20 Jun 2017,45020282,,,True,['nm0038432'],"['nm1416215', 'nm0933988', 'nm0542133']",60000000.0,1,3,66013057,270774111,0,1,3,99967670,1,0
Going in Style,2017,PG-13,2017-04-07,96,Comedy,Zach Braff,"Theodore Melfi, Edward Cannon","Michael Caine, Alan Arkin, Ann-Margret","Desperate to pay the bills and come through for their loved ones, three lifelong pals risk it all by embarking on a daring bid to knock off the very bank that absconded with their money.",English,United States,,https://m.media-amazon.com/images/M/MV5BMTc5Mzg3NjI4OF5BMl5BanBnXkFtZTgwNzA3Mzg4MDI@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.6/10'}",50.0,6.6,"89,533",tt2568862,movie,01 Jan 2009,45018541,,,True,['nm0103785'],"['nm0000323', 'nm0000273', 'nm0000268']",25000000.0,1,3,39767658,479308249,1,2,7,3591299,1,3591299
All Eyez on Me,2017,R,2017-06-16,139,Biography,Benny Boom,"Jeremy Haft, Eddie Gonzalez, Steven Bagatourian","Demetrius Shipp Jr., Danai Gurira, Kat Graham","Tells the true and untold story of prolific rapper, actor, poet and activist Tupac Shakur.",English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BMTc5NzQ4NzU4OF5BMl5BanBnXkFtZTgwNTkxMzE0MjI@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '5.9/10'}",38.0,5.9,"24,257",tt1666185,movie,10 Jul 2017,44922302,,,True,['nm1534600'],"['nm7447307', 'nm1775091', 'nm0334159']",40000000.0,1,3,0,9427089,0,0,1,10027047,1,0
xXx: Return of Xander Cage,2017,PG-13,2017-01-20,107,Action,D.J. Caruso,"Rich Wilkes, F. Scott Frazier","Vin Diesel, Donnie Yen, Deepika Padukone","Xander Cage is left for dead after an incident, though he secretly returns to action for a new, tough assignment with his handler Augustus Gibbons.","English, Spanish, Portuguese, Mandarin, Tagalog, Russian","China, Canada, United States",1 win & 6 nominations,https://m.media-amazon.com/images/M/MV5BMzcwMjkxMzQ3NV5BMl5BanBnXkFtZTgwMzgyNDA5MDI@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '5.2/10'}",42.0,5.2,"95,463",tt1293847,movie,02 May 2017,44898413,,,True,['nm0142286'],"['nm0004874', 'nm0947447', 'nm2138653']",85000000.0,1,3,1013229601,1403094196,0,9,13,236750872,3,0
